interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-5169,HC-1036,2024-12-28,chat,billing_workflow,medium,negative,63,True,False,,CPT codes not mapping correctly to NextGen procedures. Causing claim denials. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,3,Low
TICKET-5170,HC-1036,2024-07-13,email,patient_portal,high,frustrated,50,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. Chief Medical Officer escalating.,IT Admin,5,
TICKET-5171,HC-1036,2024-09-28,phone,billing_workflow,high,frustrated,42,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,4,Medium
TICKET-5172,HC-1036,2024-12-30,phone,patient_scheduling,high,negative,46,False,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,4,High
TICKET-5173,HC-1036,2025-05-19,email,claims_management,medium,negative,2,True,False,1.0,Issue with claims management Staff productivity severely impacted. Need resolution ASAP.,Provider,8,Low
TICKET-5174,HC-1036,2025-05-08,ticket,telehealth_setup,high,frustrated,24,True,False,2.0,Issue with telehealth setup This is causing significant disruption to patient care. Chief Medical Officer escalating.,Provider,7,None
TICKET-5175,HC-1037,2025-05-17,ticket,patient_scheduling,high,concerned,94,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Medical Assistant,5,Low
TICKET-5176,HC-1037,2024-05-11,chat,ehr_integration,high,neutral,41,True,False,4.0,Lab results integration failing for 3 of our 3 locations. Urgent - providers need results for patient care.,Front Desk,5,Medium
TICKET-5177,HC-1037,2024-02-03,phone,reporting_analytics,low,concerned,10,True,False,,Issue with reporting analytics,IT Admin,1,High
TICKET-5178,HC-1037,2025-04-13,chat,hipaa_compliance,high,neutral,10,True,False,5.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Billing Specialist,9,None
TICKET-5179,HC-1038,2024-01-13,chat,appointment_reminders,high,frustrated,18,True,False,,Issue with appointment reminders This is causing significant disruption to patient care. Chief Medical Officer escalating.,Practice Manager,5,
TICKET-5180,HC-1038,2025-09-19,ticket,clinical_documentation,medium,negative,7,True,False,5.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,3,
TICKET-5181,HC-1038,2025-09-19,phone,telehealth_setup,medium,negative,12,True,False,,Issue with telehealth setup Staff productivity severely impacted. Need resolution ASAP.,Front Desk,5,
TICKET-5182,HC-1038,2025-01-16,phone,telehealth_setup,high,urgent,84,True,False,,Issue with telehealth setup This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,6,Medium
TICKET-5183,HC-1039,2025-08-12,chat,appointment_reminders,medium,positive,14,True,False,1.0,Issue with appointment reminders,IT Admin,9,
TICKET-5184,HC-1039,2024-08-29,phone,reporting_analytics,low,positive,57,True,False,1.0,Issue with reporting analytics,Medical Assistant,2,
TICKET-5185,HC-1039,2024-06-02,ticket,patient_portal,low,satisfied,89,True,False,,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Front Desk,4,
TICKET-5186,HC-1039,2025-06-13,email,reporting_analytics,low,positive,57,True,False,5.0,Issue with reporting analytics,Billing Specialist,9,
TICKET-5187,HC-1040,2025-08-04,ticket,ehr_integration,high,positive,21,True,False,,Medication reconciliation data from eClinicalWorks not flowing correctly. Providers seeing outdated medication lists.,Medical Assistant,3,
TICKET-5188,HC-1040,2024-09-17,ticket,patient_portal,low,positive,16,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,IT Admin,1,
TICKET-5189,HC-1041,2025-01-04,email,telehealth_setup,low,neutral,22,True,False,,Issue with telehealth setup,Front Desk,1,
TICKET-5190,HC-1041,2025-09-12,email,billing_workflow,high,frustrated,39,True,False,4.0,CPT codes not mapping correctly to Epic procedures. Causing claim denials. This is causing significant disruption to patient care. Director of Operations escalating.,IT Admin,9,None
TICKET-5191,HC-1041,2024-10-18,chat,telehealth_setup,low,concerned,48,True,False,3.0,Issue with telehealth setup,Front Desk,2,None
TICKET-5192,HC-1041,2025-04-02,chat,hipaa_compliance,high,frustrated,24,True,False,2.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security. This is causing significant disruption to patient care. Director of Operations escalating.,Front Desk,9,High
TICKET-5193,HC-1041,2024-05-28,phone,patient_scheduling,high,neutral,62,True,True,5.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Billing Specialist,7,
TICKET-5194,HC-1041,2025-09-19,chat,claims_management,low,neutral,70,True,False,2.0,Issue with claims management,Practice Manager,1,
TICKET-5195,HC-1041,2024-12-17,phone,billing_workflow,medium,concerned,77,False,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Billing Specialist,8,Medium
TICKET-5196,HC-1042,2025-09-11,email,appointment_reminders,low,concerned,32,True,False,,Issue with appointment reminders,Front Desk,1,Medium
TICKET-5197,HC-1042,2025-01-06,chat,prescription_workflow,medium,neutral,64,True,False,2.0,Issue with prescription workflow,Medical Assistant,5,Medium
TICKET-5198,HC-1042,2024-05-08,chat,prescription_workflow,high,frustrated,81,True,False,1.0,Issue with prescription workflow This is causing significant disruption to patient care. COO escalating.,IT Admin,6,Low
TICKET-5199,HC-1042,2024-03-22,chat,billing_workflow,medium,neutral,46,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Practice Manager,8,
TICKET-5200,HC-1043,2025-04-29,phone,reporting_analytics,high,frustrated,90,True,False,,Issue with reporting analytics This is causing significant disruption to patient care. Director of Operations escalating.,Front Desk,4,Low
TICKET-5201,HC-1043,2024-03-26,phone,hipaa_compliance,high,neutral,19,True,False,5.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Practice Manager,7,High
TICKET-5202,HC-1043,2025-02-03,phone,clinical_documentation,low,neutral,36,True,False,,Issue with clinical documentation,Billing Specialist,3,
TICKET-5203,HC-1043,2024-05-09,phone,patient_scheduling,high,neutral,49,True,False,5.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Practice Manager,1,
TICKET-5204,HC-1043,2024-12-31,ticket,telehealth_setup,high,frustrated,33,True,False,5.0,Issue with telehealth setup This is causing significant disruption to patient care. Director of Operations escalating.,Provider,4,High
TICKET-5205,HC-1043,2025-07-15,email,patient_portal,medium,neutral,46,True,False,5.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,IT Admin,2,Medium
TICKET-5206,HC-1044,2025-08-28,email,claims_management,medium,positive,58,True,False,2.0,Issue with claims management,IT Admin,6,Low
TICKET-5207,HC-1044,2025-03-21,chat,reporting_analytics,medium,positive,44,False,False,5.0,Issue with reporting analytics,Front Desk,6,High
TICKET-5208,HC-1044,2024-04-01,chat,patient_portal,low,satisfied,24,True,False,,Portal messaging feature timing out for 3406 patient messages. Staff having to call patients back.,Billing Specialist,2,
TICKET-5209,HC-1045,2024-01-11,chat,ehr_integration,high,frustrated,12,True,False,4.0,Lab results integration failing for 3 of our 4 locations. Urgent - providers need results for patient care. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,1,
TICKET-5210,HC-1045,2025-04-25,phone,reporting_analytics,low,concerned,71,True,False,1.0,Issue with reporting analytics,Front Desk,4,Low
TICKET-5211,HC-1045,2025-05-03,ticket,clinical_documentation,low,concerned,4,False,False,4.0,Issue with clinical documentation,Billing Specialist,7,Low
TICKET-5212,HC-1045,2024-01-08,ticket,reporting_analytics,low,concerned,24,True,False,,Issue with reporting analytics,Provider,5,
TICKET-5213,HC-1046,2024-09-12,chat,patient_scheduling,high,positive,26,True,False,2.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Front Desk,7,Medium
TICKET-5214,HC-1046,2024-08-13,phone,clinical_documentation,medium,positive,11,True,False,3.0,Issue with clinical documentation,Medical Assistant,5,None
TICKET-5215,HC-1046,2025-09-19,email,prescription_workflow,low,satisfied,65,True,False,,Issue with prescription workflow,IT Admin,9,Low
TICKET-5216,HC-1047,2024-10-02,phone,insurance_verification,high,urgent,17,True,False,2.0,Issue with insurance verification This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,4,
TICKET-5217,HC-1047,2024-04-23,chat,appointment_reminders,high,frustrated,3,True,False,4.0,Issue with appointment reminders This is causing significant disruption to patient care. Chief Medical Officer escalating.,Billing Specialist,4,None
TICKET-5218,HC-1047,2025-05-18,phone,billing_workflow,high,urgent,82,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Practice Manager,1,Low
TICKET-5219,HC-1048,2024-01-23,email,patient_scheduling,high,frustrated,17,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,4,High
TICKET-5220,HC-1048,2024-01-09,chat,billing_workflow,medium,concerned,48,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Front Desk,3,
TICKET-5221,HC-1049,2025-03-06,phone,clinical_documentation,low,satisfied,64,True,False,2.0,Issue with clinical documentation,Front Desk,1,Low
TICKET-5222,HC-1049,2024-02-02,phone,telehealth_setup,low,positive,14,True,False,5.0,Issue with telehealth setup,Medical Assistant,2,
TICKET-5223,HC-1050,2025-02-05,phone,hipaa_compliance,high,neutral,80,True,False,4.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Medical Assistant,2,Low
TICKET-5224,HC-1050,2024-09-13,chat,insurance_verification,medium,neutral,23,True,False,,Issue with insurance verification,IT Admin,1,
TICKET-5225,HC-1051,2025-03-29,email,billing_workflow,low,concerned,32,True,False,1.0,CPT codes not mapping correctly to eClinicalWorks procedures. Causing claim denials.,Medical Assistant,5,
TICKET-5226,HC-1051,2024-04-06,email,reporting_analytics,high,frustrated,54,True,False,2.0,Issue with reporting analytics This is causing significant disruption to patient care. Director of Operations escalating.,IT Admin,2,Low
TICKET-5227,HC-1052,2024-11-26,phone,patient_scheduling,high,neutral,27,True,False,1.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,IT Admin,1,Medium
TICKET-5228,HC-1052,2025-06-17,email,hipaa_compliance,high,satisfied,93,True,False,2.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Billing Specialist,8,
TICKET-5229,HC-1052,2024-02-23,email,appointment_reminders,low,neutral,51,True,False,5.0,Issue with appointment reminders,Medical Assistant,3,High
TICKET-5230,HC-1052,2024-11-28,phone,ehr_integration,high,positive,55,True,False,4.0,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing.,Provider,6,
TICKET-5231,HC-1052,2024-09-05,email,ehr_integration,high,positive,26,True,False,2.0,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing.,IT Admin,8,
TICKET-5232,HC-1052,2025-09-02,phone,patient_scheduling,high,positive,43,True,False,5.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,6,
TICKET-5233,HC-1053,2024-04-03,email,appointment_reminders,high,urgent,90,False,False,4.0,Issue with appointment reminders This is causing significant disruption to patient care. Chief Medical Officer escalating.,IT Admin,9,
TICKET-5234,HC-1053,2024-12-30,phone,appointment_reminders,medium,negative,49,True,False,4.0,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,2,
TICKET-5235,HC-1054,2024-08-26,ticket,telehealth_setup,medium,negative,30,True,False,5.0,Issue with telehealth setup Staff productivity severely impacted. Need resolution ASAP.,Front Desk,4,None
TICKET-5236,HC-1054,2024-01-22,chat,prescription_workflow,high,frustrated,79,True,True,,Issue with prescription workflow This is causing significant disruption to patient care. IT Director escalating.,Medical Assistant,2,
TICKET-5237,HC-1054,2024-02-10,chat,patient_portal,high,urgent,71,True,False,5.0,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,4,High
TICKET-5238,HC-1055,2025-05-16,phone,billing_workflow,low,positive,79,True,False,,CPT codes not mapping correctly to Allscripts procedures. Causing claim denials.,Billing Specialist,6,
TICKET-5239,HC-1055,2025-04-24,phone,clinical_documentation,medium,neutral,62,True,False,,Issue with clinical documentation,Medical Assistant,1,
